Cites,Authors,Title,Year,keywords,Affiliations,PapersNum
2,S Alanazi,An immunity-based error containment algorithm for database intrusion response systems,2019,"Database security; artificial immune system; error
containment algorithm; database auditing; apoptotic signal;
necrotic signal; secret sharing",Jouf University,
1,S Alanazi,Arabic Corpus for Figurative Sentiment Analysis,2020,"Machine learning, Sentiment Analysis, Corpus Annotation, Figurative
languages, Hyperbole, Simile",Jouf University,
0,S Alanazi,Classical Arabic Authorship Attribution Using Simple Features,2018,,Jouf University,
3,S Alanazi,"Congenital Hydrocephalus in Arar, Northern Saudi Arabia",2018,Hydrocephalus; prevalence; Outcome; Arar; Northern Saudi Arabia,Jouf University,
3,S Alanazi,Consanguinity between parents and risk of epilepsy among children in Northern Saudi Arabia,2018,Consanguinity between parents; risk factor; Epilepsy; Northern Saudi Arabia,Jouf University,
3,S Alanazi,"Deep Venous Thrombosis among hypertensive patients in King Abdulaziz University (KAU) Hospital, Jeddah, Kingdom of Saudi Arabia",2017,"DVT, Hypertension, Risk factor",Jouf University,
0,S Alanazi,Egyptian Informatics Journal,2020,"Annotation schemes, Named entity recognition, Natural language processing, Segment representation",Jouf University,
8,S Alanazi,"Epidemiology of senile prostatic enlargement among elderly men in Arar, Kingdom of Saudi Arabia",2017,"Senile prostatic enlargement, Benign prostatic hyperplasia, Prevalence, Arar, Saudi Arabia",Jouf University,
4,S Alanazi,Human activity recognition using gaussian mixture hidden conditional random fields,2019,,Jouf University,
0,S Alanazi,ISLAMIC EQUITY-BASED CROWDFUNDING REGULATORY MODEL: A LEGAL ANALYSIS IN SAUDI ARABIA,2020,equity-based crowdfunding; legal framework; financial innovation,Jouf University,
2,S Alanazi,Influence of antioxidant flavonoids quercetin and rutin on the in-vitro binding of neratinib to human serum albumin,2021,"Neratinib, Human serum albumin, Fluorescence quenching, Binding interaction, Quercetin, Rutin, Competition",Jouf University,
0,S Alanazi,Intelligent Ammunition Detection and Classification System Using Convolutional Neural Network,2021,"CCTV; CNN; IADC; deep learning; intelligent ammunition
detection; DnCNN",Jouf University,
0,S Alanazi,Machine Learning Empowered Security Management and Quality of Service Provision in SDN-NFV Environment,2021,"Software defined network; network function virtualization; machine
learning; support vector machine; K-nearest neighbors; logistic regression;
isolation forest; anomaly detection; attacks",Jouf University,
0,S Alanazi,Machine Learning Enabled Early Detection of Breast Cancer by Structural Analysis of Mammograms,2021,"Image processing; tumor; segmentation; dilation; erosion;
machine learning; classication; support vector machine; adaptive
neuro-fuzzy inference system",Jouf University,
1,S Alanazi,Measuring and preventing COVID-19 using the SIR model and machine learning in smart health care,2020,,Jouf University,
0,S Alanazi,"Prevalence and some of determinant factors of chronic kidney diseases among Saudi elderly in Arar, KSA",2018,prevalence; determinants; factors; chronic kidney diseases; Saudi elderly; Arar; KSA,Jouf University,
0,S Alanazi,The Vision of Physical Internet in Saudi Arabia: Towards a Logistic Hub in 2030,2019,"Saudi Arabia, Physical Internet, Logistics, Logistic Hub",Jouf University,
0,S Alanazi,The impact of using different annotation schemes on named entity recognition,2020,"Annotation schemes, Named entity recognition, Natural language processing, Segment representation",Jouf University,
2,S Alanazi,Toward identifying features for automatic gender detection: A corpus creation and analysis,2019,"Automatic gender detection , feature extraction , Saudi dialects",Jouf University,
0,S Alanazi,Using Machine Learning Algorithms For Prediction Of Diabetes Mellitus,2020,"diabetes mellitus , machine learning algorithms",Jouf University,
16,R Faleh,A Transient Signal Extraction Method of WO3 Gas Sensors Array to Identify Polluant Gases,2016,"signal processing , feature extraction , Principal Component Analysis E-nose , signal processing , feature extraction , principal component analysis , support vector machine",Jouf University,
2,R Faleh,Air pollution monitoring system using LabVIEW,2015,"Environmental Monitoring , Wireless Sensor Network , Real time , ZigBee , Lab VIEW",Jouf University,
14,R Faleh,"An Extensive Comparison among DSDV, DSR and AODV Protocols in wireless sensor network",2012,"wireless sensor network WSN , routing protocol , simulation , NS2 , throughtput , delay-end-to-end , Loss rate",Jouf University,
3,R Faleh,An electronic nose for detection pollutant odorant and olfaction classification using neural network,2013,"e-nose , sensor of gas , neural network",Jouf University,
25,R Faleh,Electronic nose system and principal component analysis technique for gases identification,2013,"electronic nose , sensors array , gases , PCA",Jouf University,
2,R Faleh,Enhancing WO3 gas sensor selectivity using a set of pollutant detection classifiers,2018,"Pattern recognition, Electronic nose, Support vector machine, K nearest neighbors, Multiple classifiers system",Jouf University,
0,R Faleh,Implementation of Air Pollution Supervision System Using LabVIEW,2018,"  Lab View , Air Pollutants , E-nose , pattern recognition",Jouf University,
2,R Faleh,Ozone Monitoring Using Support Vector Machine and K-Nearest Neighbors Methods,2017,"Air polulution, Ozone, Support Vector Machine SVM, pattern recognition, K-nearest neighbors KNN",Jouf University,
3,R Faleh,Recognition of O3 concentration using WO3 gas sensor and principal component analysis,2014,"e-nose , gas sensor , selectivity , Tungsten oxide , pattern analysis , principal component analysis(PCA)",Jouf University,
1,R Faleh,WO3 sensors array coupled with pattern recognition method for gases identification,2016,"gas sensor , signal processing , principal component analysis , k-nearest neighbors",Jouf University,
0,MT Alshammari,A Dynamic Visualisation of the DES Algorithm and a Multi-faceted Evaluation of Its Educational Value,2020,"A Dynamic Visualisation of the DES Algorithm and a Multi-faceted Evaluation of Its Educational Value, Human-centered computing, Visualization, Empirical studies in visualization, Security and privacy, Cryptography, Symmetric cryptography and hash functions, Block and stream ciphers",University of Hail,
0,MT Alshammari,A Narrative Review of Storing and Querying XML Documents using Relational Database,2019,"XML, big data, Relational Database, model-based mapping, structure-based mapping, commercial database vendors, data exchange",University of Hail,
11,MT Alshammari,Adaptation based on Learning Style and Knowledge Level in E-Learning Systems,2016,,University of Hail,
44,MT Alshammari,Adaptivity in E-Learning Systems,2014,"learning technologies , learning style , learner model , domain model , adaptation model , adaptive e-learning systems",University of Hail,
1,MT Alshammari,An Adaptive Framework for Designing Secure e-Exam Systems,2020,"E-Learning; E-Exam; Security; Learner Model; Education
",University of Hail,
21,MT Alshammari,An E-Learning Investigation into Learning Style Adaptivity,2015,"adaptive e-learning systems , learning style , learner/student model , educational technologies",University of Hail,
0,MT Alshammari,An Empirical Evaluation of Learning Style and Knowledge Level Adaptation,2016,"Adaptivity, Learning style, Learner knowledge, Evaluation",University of Hail,
1,MT Alshammari,Design and Learning Effectiveness Evaluation of Gamification in e-Learning Systems,2019,"Gamification; e-learning systems; interaction
design; experimental evaluation ",University of Hail,
1,MT Alshammari,Design and evaluation of an adaptive framework for virtual learning environments,2020,"Educational technology, Electronic learning, Human-computer interaction, Student experiments, Virtual learning environments
",University of Hail,
28,MT Alshammari,Design and usability evaluation of adaptive e-learning systems based on learner knowledge and learning style,2015,"Usability, Adaptivity, Learning style, e-learning, Experimentation",University of Hail,
0,MT Alshammari,Desynchronization Traveling Wave Pulse-Coupled-Oscillator Algorithm Using a Self-Organizing Scheme for Energy-Efficient Wireless Sensor Networks,2020,"Packet collision , pulse-coupled-oscillators , wireless sensor network , synchronization , self-organizing , energy-efficient , deafness",University of Hail,
4,MT Alshammari,Effective Adaptive E-Learning Systems According to Learning Style and Knowledge Level,2019,Adaptivity computer science education e-learning evaluation learning style,University of Hail,
6,MT Alshammari,Evaluation of Gamification in E-Learning Systems for Elementary School Students,2020,Gamification; e-learning; evaluation; motivation; learning outcome,University of Hail,
0,MT Alshammari,Investigation of image forgery based on multiscale retinex under illumination variations,2020,"image forensics, region duplication forgery, illumination invariant features, image segmentation",University of Hail,
1,MT Alshammari,IoT-Based Implementation and Mobility-Driven Management of the Smart and Energy Efficient Home Appliance Ecosystem,2017,"Internet of Things, Mobile Cloud Computing, Smart homes, Software engineering",University of Hail,
0,MT Alshammari,Pattern-Based and Reuse-Driven Architecting of Mobile Cloud Software,2017,"Software Engineering, Software Architecture, Software Patterns, Mobile Cloud Computing, Software Reuse
",University of Hail,
8,MT Alshammari,Students' Satisfaction in Learning Style-Based Adaptation,2015,"adaptive e-learning , learning style , information perception , student satisfaction , experimental evaluation",University of Hail,
0,MT Alshammari,Supporting programming teaching by adapting learning material to learning style,2019,,University of Hail,
17,MT Alshammari,The impact of learning style adaptivity in teaching computer security,2015,"The Impact of Learning Style Adaptivity in Teaching Computer Security, Social and professional topics, Professional topics, Computing education, Computing education programs, Computer science education, Information science education",University of Hail,
15,MT Alshammari,Usability and Effectiveness Evaluation of Adaptivity in E-Learning Systems,2016,"Usability and Effectiveness Evaluation of Adaptivity in E-Learning Systems, Applied computing, Human-centered computing, Education",University of Hail,
9,ME Musa,A survey of agile software estimation methods,2016,"Agile Software Estimation Method, User Story,
Story Point, Planning Poker and Software Traditional
Estimation Models
",Jouf University,
0,ME Musa,Almost autonomous training of mixtures,2004,PCA mixture model; EM algorithm; Regularization,Jouf University,
7,ME Musa,Almost autonomous training of mixtures of principal component analyzers,2004,"PCA mixture model, EM algorithm, Regularization",Jouf University,
4,ME Musa,An enhanced EM algorithm for mixture of probabilistic principal component analysis,2001,,Jouf University,
0,ME Musa,Classification Algorithms Comparison-Case Study: Cancer Patients (SEER Data Set),2009,,Jouf University,
0,ME Musa,Limitations of Function Point for Agile Software Environment: A Case Study,2018,"Software Estimation Models, Function Point,
Agile Software, Story Point (SP), Using Function Point in Agile
Projects and Agile Estimation Methods",Jouf University,
1,ME Musa,Modelling Handwitten Digit Data using Probabilistic Principal Component Analysis,2001,"Principal Component Analysis, mixture models, model selection, handwritten digit recogntion",Jouf University,
1,ME Musa,On practicality of using integrated semi-formal modeling tools,2008,,Jouf University,
0,ME Musa,P 26.02: Sonographic evaluation of early pregnancy failure,2014,,Jouf University,
2,ME Musa,P 30.02: Study of uterine fibroids incidence in Sudan,2014,,Jouf University,
5,ME Musa,Texture segmentation using the mixtures of principal component analyzers,2003,"Gaussian Mixture Model, Subspace Dimensionality, Texture Segmentation, Hard Cluster, Probabilistic Principal Component Analyzer",Jouf University,
2,ME Musa,The Impact of Dots Representation in Recognition of Isolated Arabic Characters,2016,"Arabic Character Recognition, Feature
Extraction, Artificial Neural Network, Image
Normalization, Image Resizing.
",Jouf University,
3,ME Musa,Towards an effective e-government framework: Tasks and instruments for design and evaluation of public sector websites,2014,"e-government , websites , tasks and evaluation",Jouf University,
1,ME Musa,Towards finding optimal mixture of subspaces for data classification,2003,"Pattern perception, Pattern recognition systems",Jouf University,
0,ME Musa,Using Decision Tree to Predict Armed Conflicts in Sudan,2015,Threats; Armed conflict; Prediction and Decision trees,Jouf University,
0,MH Sharif,A Simple Method for Unusual Event Detection using Mahalanobis Metric,2015,,University of Hail,
4,MH Sharif,A low-cost pupil center localization algorithm based on maximized integral voting of circular hollow kernels,2019, circular hollow kernel; CHK; pupil center localization; human–computer interface,University of Hail,
6,MH Sharif,A novel approach to obtain trajectories of targets from laser scanned datasets,2015,"computer vision , optical scanners , video cameras , video signal processing",University of Hail,
12,MH Sharif,A numerical approach for tracking unknown number of individual targets in videos,2016,"Big O notation, Brute-force search, Hungarian method, Kalman filter, TrackingVideos",University of Hail,
12,MH Sharif,A proof of concept for home automation system with implementation of the internet of things standards,2018,Arduino; Communication Protocol; Home Automation; Internet of Things; Proof of Concept; Sensors; Smartphone,University of Hail,
11,MH Sharif,A reduced uncertainty-based hybrid evolutionary algorithm for solving dynamic shortest-path routing problem,2015,"Shortest path, encoding, decoding, uncertainty reduction, genetic and hybrid algorithms",University of Hail,
10,MH Sharif,A simple approach to count and track underwater fishes from videos,2015,"aquaculture , Kalman filters , video signal processing",University of Hail,
6,MH Sharif,A simple method for eccentric event espial using mahalanobis metric,2009,"Video Stream, Mahalanobis Distance, Abnormal Event, Spatiotemporal Information, Reduce Processing Time",University of Hail,
0,MH Sharif,ASTRONOMICAL OBJECTS DETECTION IN CELESTIAL BODIES USING COMPUTER VISION ALGORITHM,2017,"Algorithm, Astrophysics, Astronomy, Computer Vision, Crater, Detection",University of Hail,
11,MH Sharif,Abnormal event detection in real time video,2008,,University of Hail,
0,MH Sharif,An Automatic System for Elevator Monitoring,2015,"Elevator Monitoring, Occupied Space Estimation for Elevators, IR Obstacle Sensors, and Camera based Depth Estimation",University of Hail,
1,MH Sharif,An automatic monitoring system for vehicle drivers,2016,"Drow siness Detection for Vehicle Drivers, Automatic Monitoring System, Eye Tracking, Embedded Systems",University of Hail,
11,MH Sharif,An eigenvalue approach to detect flows and events in crowd videos,2017,"Accuracy, anomaly, eigenvalue, optical flow, polynomial fitting, precision",University of Hail,
52,MH Sharif,An entropy approach for abnormal activities detection in video streams,2012,"Abnormality, Circular variance, Degree of randomness, Entropy",University of Hail,
0,MH Sharif,CONTROLLING ELECTRICAL APPLIANCE BY THINKING IN MIND,2019,,University of Hail,
1,MH Sharif,Classification and detection of various geographical features from satellite imagery,2018,Classification Craters Detection Satellite imagery,University of Hail,
0,MH Sharif,Classification of Geographical Features from Satellite Imagery,2019,"Geographical Features, Bosnian City, Standard Feature Extraction Method, House Image, Higher Average Performance",University of Hail,
0,MH Sharif,Computer Game Controlled by Eye Movements,2015,"Eye Tracking, 2D Eye Gaze Estimation, Computer Games Controlled by Eye Movements, Human-Computer Interaction",University of Hail,
4,MH Sharif,Covariance matrices for crowd behaviour monitoring on the escalator exits,2008,"Covariance Matrice, Video Frame, Video Surveillance, Abnormal Event, Crowd Density",University of Hail,
15,MH Sharif,Crowd behavior surveillance using bhattacharyya distance metric,2010,"Video Stream, Video Surveillance, Crowd Behavior, Bhattacharyya Distance, Social Force Model",University of Hail,
10,MH Sharif,Crowd behaviour monitoring,2008,"Crowd behaviour monitoring, Computing methodologies, Artificial intelligence, Computer graphics, Computer vision, Animation, Computer vision tasks, Motion capture, Motion processing, Video summarization, Image and video acquisition, Motion capture",University of Hail,
19,MH Sharif,Crowd behaviour monitoring on the escalator exits,2008,"Points of interest , Motion heat map , Optical flow , Entropy , Breakdown situation , Escalator exits",University of Hail,
4,MH Sharif,Detection of abnormal motions in video,2008,"Optical flow, Abnormal motion, K-means",University of Hail,
0,MH Sharif,Distributed Mutual Exclusion Algorithms for Intersection Traffic Problems,2020,"Algorithm, critical section, mutual exclusion, multi-agent system, intersection, traffic congestion, vehicle",University of Hail,
0,MH Sharif,Détection des mouvements anormaux dans des vidéos,2010,,University of Hail,
0,MH Sharif,Détection et suivi d'événements de surveillance,2010,,University of Hail,
0,MH Sharif,Energy Efficient Framework for Fog Network Based on Multisink Wireless Sensor Networks,2020,"Cloud computing , Energy , Fog computing , Fog nodes , Wireless sensor networks",University of Hail,
0,MH Sharif,Estimation of Targets from Satellite Images,2015,,University of Hail,
3,MH Sharif,Estimation of camera ego-motion for real-time computer vision applications,2015,"Camera Ego-Motion Estimation, False Alarm Reduction, Computer Vision, Surveillance Systems",University of Hail,
5,MH Sharif,Event detection from video streams,2011,"Clustering, Event detection, Optical flow, Point of interest, Threshold, Video",University of Hail,
8,MH Sharif,Exceptional motion frames detection by means of spatiotemporal region of interest features,2009,"ST-RoI , MHI , ST-RoI features , NCRIM",University of Hail,
7,MH Sharif,Finding and indexing of eccentric events in video emanates,2010,"Motion heat map, Entropy, Indexing, Search
",University of Hail,
5,MH Sharif,"High performance computing of 1/√ x & e±x in alpha, intel, and opteron processors",2006,,University of Hail,
1,MH Sharif,High performance computing of and in alpha intel and opteron processors,2006,,University of Hail,
6,MH Sharif,High-performance computing of 1/xiandexp (±xi) for a vector of inputs xi on Alpha and IA-64 CPUs,2008,AlphaIA-64Loop unrollingSoftware pipeliningIn-order/out-of-order scheduling,University of Hail,
19,MH Sharif,High-performance mathematical functions for single-core architectures,2014,"Compiler, computing, function, loop unrolling, microprocessor, optimization, pipelining",University of Hail,
0,MH Sharif,Mahalanobis Distance for Unusual Event Detection,2014,,University of Hail,
0,MH Sharif,Motion saliency applied to video surveillance,2008,MOTION SALIENCY APPLIED TO VIDEO SURVEILLANCE,University of Hail,
4,MH Sharif,Object Tracking from Laser Scanned Dataset,2019,"Laser Scanner, Kalman Filter, Object Tracking, Support Vector Machine",University of Hail,
2,MH Sharif,Object Tracking in Video Using Covariance Matrices,2008,feature robust image descriptors related algorithms object tracking in video,University of Hail,
6,MH Sharif,Ordinary video events detection,2012,,University of Hail,
1,MH Sharif,PHYSICAL SECURITY PRACTICES ON INTERNATIONAL BORDER MANAGEMENT,2019,"Bio-metrics, Borders, Immigration, Radars, Security, Sensors, Surveillance",University of Hail,
5,MH Sharif,Parallel Computing for Artificial Neural Network Training using Java Native Socket Programming,2018,Artificial Neural Networks Back-Propagation Algorithm Java Socket Programming Parallelization Training,University of Hail,
3,MH Sharif,Particle filter for trajectories of movers from laser scanned dataset,2019,"Kalman filter, Particle filter, Laser scanner, SVM, Tracking",University of Hail,
6,MH Sharif,Pedved: Pseudo euclidian distances for video events detection,2009,"Motion Component, Pedestrian Detection, Real Video, Computer Vision Application, Crowd Density",University of Hail,
12,MH Sharif,Recognition of objects from laser scanned data points using SVM,2016,"Laser Scanner , Blob , Pedestrian , Vehicle , SVM",University of Hail,
0,MH Sharif,SIDE CHANNEL ATTACKS TO RECOVER POWER TRACE USING DEEP LEARNING TECHNIQUE,2019,"Deep learning, Machine learning, Power trace, Side channel attacks
",University of Hail,
4,MH Sharif,Sentiment analysis of Turkish Twitter data,2019,"Artificial Intelligence, Classifier, Machine Learning, Sentiment Analysis, Turkish, Twitter",University of Hail,
1,MH Sharif,Sentiment analysis of Turkish Twitter data using polarity lexicon and artificial intelligence,2020,"Artificial intelligence, Entropy, Sentiment, SVM, Turkish, Twitter",University of Hail,
6,MH Sharif,Towards a unified multimedia metadata management solution,2012,,University of Hail,
0,MH Sharif,Underwater Visual Tracking and Counting of Fishes,2015,"Power Distribution System, Artificial Neural Network, Harmonic , Power Quality, THD",University of Hail,
2,MH Sharif,Using Association Rules and Spatial Weighting for an Effective Content Based-image Retrieval,2010,"SURF, Bag-of-visual-words, Visual phrases, Gaussian mixture model, Spatial weighting",University of Hail,
0,M Graja,Appraisal of Two Arabic Opinion Summarization Methods: Statistical Versus Machine Learning,2020,opinion analysis; Arabic opinion summarization; maximum entropie; multi-criteria analysis; opinion-specific feature; textual feature,Jouf University,
2,M Graja,Arabic fine-grained opinion categorization using discriminative machine learning technique,2016,"Opinion, Semantic annotation, Fine-grained categorization, CRF",Jouf University,
0,M Graja,Automatic Speech Recognition for Tunisian Dialect,2017,"Tunisian dialect, ASR system, HMM-GMM, HMM-DNN, Kaldi",Jouf University,
14,M Graja,Building ontologies to understand spoken Tunisian dialect,2011,"Tunisian dialect, utterances, ontology, semantic annotation, semantic interpretation",Jouf University,
25,M Graja,Discriminative framework for spoken tunisian dialect understanding,2013,"concept labeling, discriminative model, speech understanding, Tunisian dialect",Jouf University,
7,M Graja,Domain ontology construction from a Tunisian spoken dialogue corpus,2013,"tuni-sian dialect, spoken dialogue, Ontology, concept, term, semantic relation",Jouf University,
5,M Graja,Implementation of a symbolic method for the Tunisian dialect understanding,2014,,Jouf University,
19,M Graja,Lexical study of a spoken dialogue corpus in tunisian dialect,2010,"lexical study, dialogue system, dialect
analysis
",Jouf University,
0,M Graja,Opinion Target Extraction from Arabic News Articles Using shallow Features,2018,"Opinion Target Extraction from Arabic News Articles Using shallow Features, Information systems, Information retrieval, Retrieval tasks and goals, Sentiment analysis",Jouf University,
15,M Graja,Orthographic transcription for spoken Tunisian Arabic,2013,"Tunisian dialect, orthographic transcription ",Jouf University,
5,M Graja,Semi-automatic domain ontology construction from spoken corpus in Tunisian dialect: Railway request information,2013,"concept, ontology, semantic relation, spoken dialogue, term,Tunisian dialect",Jouf University,
10,M Graja,Statistical framework with knowledge base integration for robust speech understanding of the Tunisian dialect,2015,"Conditional random field (CRF) , domain ontology , knowledge base , speech understanding , statistical models , Tunisian dialect (TD)",Jouf University,
4,M Graja,"Towards Arabic semantic opinion mining: identifying opinion, polarity and intensity",2016,"Arabic semantic opinion mining identifying opinion, polarity and intensity",Jouf University,
5,M Graja,Towards understanding spoken Tunisian dialect,2011,"Tunisian dialect, Ontology, semantic annotation, semantic interpretation",Jouf University,
163,K Alhamazani,"An overview of the commercial cloud monitoring tools: research dimensions, design issues, and state-of-the-art",2015,"Cloud monitoring, Cloud application monitoring, Cloud resource monitoring, Cloud application provisioning, Cloud monitoring metrics, Quality of service parameters, Service level agreement",University of Hail,
31,K Alhamazani,Clams: Cross-layer multi-cloud application monitoring-as-a-service framework,2014,"multi-clouds , cross-layer monitoring , QoS , cloud computing",University of Hail,
51,K Alhamazani,Cloud monitoring for optimizing the QoS of hosted applications,2012,"cloud computing , monitoring , QoS , SLA , SNMP",University of Hail,
42,K Alhamazani,Cross-layer multi-cloud real-time application qos monitoring and benchmarking as-a-service framework,2015,"Cloud benchmarking, cloud computing , multi-clouds , cross-layer monitoring , QoS , prototyping",University of Hail,
14,K Alhamazani,Real-time qos monitoring for cloud-based big data analytics applications in mobile environments,2014,"multi-clouds , cross-layer monitoring , QoS , cloud computing",University of Hail,
0,J Alshudukhi,A Lightweight Authentication with Privacy-Preserving Scheme for Vehicular Ad hoc Networks based on Elliptic Curve Cryptography,2021,"Authentication, tamper proof device (TPD), privacy-preserving, vehicular ad-hoc networks
(VANETs)",University of Hail,
1,J Alshudukhi,A MAC protocol for wireless sensors in a fixed chain topology,2016,"MAC Protocol , Schedule based , Low-power Wireless Sensors , Chain Topology",University of Hail,
7,J Alshudukhi,A ground level radio propagation model for road-based wireless sensor networks,2014,"Radio propagation model , ground level , wireless sensor networks",University of Hail,
0,J Alshudukhi,An Efficient Conditional Privacy-Preserving Authentication Scheme for the Prevention of Side-Channel Attacks in Vehicular Ad hoc Networks,2020,"Identity-based cryptography, side-channel attack, privacy-preserving, vehicular ad-hoc
networks (VANETs)
",University of Hail,
0,J Alshudukhi,Comparative Study on Random Traveling Wave Pulse-Coupled Oscillator Algorithm of Energy-Efficient Wireless Sensor Networks,2021,"RTWPCO, Energy efficient, WSN, PCO",University of Hail,
0,J Alshudukhi,Conditional Privacy-Preserving Authentication Scheme Without Using Point Multiplication Operations Based on Elliptic Curve Cryptography (ECC),2020,"Vehicular ad-hoc network (VANET), VANET storage, VANET elliptic curve, VANET
security, VANET identity-based cryptography, VANET privacy-preserving
",University of Hail,
0,J Alshudukhi,Desynchronization Traveling Wave Pulse-Coupled-Oscillator Algorithm Using a Self-Organizing Scheme for Energy-Efficient Wireless Sensor Networks,2020,"Packet collision, pulse-coupled-oscillators, wireless sensor network, synchronization, selforganizing, energy-efficient, deafness
",University of Hail,
3,J Alshudukhi,Energy efficiency metrics for low-power near ground level wireless sensors,2015,"Energy efficiency , near ground level radio propagation , low-power wireless sensors",University of Hail,
0,J Alshudukhi,Fixed chain-based wireless sensor network for intelligent transportation systems,2016,,University of Hail,
0,HM Bahig,A Multicore Exact Algorithm for Addition Sequence,2019,"Addition sequence, parallel algorithm, multicore, NP-complete, branch and bound, breadth search",University of Hail,
7,HM Bahig,A fast exact sequential algorithm for the partial digest problem,2016,"Restriction site analysis, Digestion process, Partial digest problem, DNA, Bioinformatics algorithm, Breadth first search",University of Hail,
5,HM Bahig,A fast optimal parallel algorithm for a short addition chain,2018,"Short chain, Parallel algorithm, Binary method, Parallel random access machine
",University of Hail,
7,HM Bahig,A fast parallel modular exponentiation algorithm,2018,"Binary method, Modular exponentiation, Multiplication algorithm, Parallel algorithm, Scalability",University of Hail,
17,HM Bahig,"A hybrid method for the exact planted (l, d) motif finding problem and its parallelization",2012,Problem Instance Input Sequence Exact Algorithm Parallel Version Motif Problem,University of Hail,
1,HM Bahig,A new constant-time parallel algorithm for merging,2019,"Integer merging, Parallel algorithm, Shared memory, Concurrent read, Constant-time algorithm",University of Hail,
5,HM Bahig,A new strategy for generating shortest addition sequences,2011,"Addition chains, Addition sequences, Branch and bound algorithm, High-performance arithmetic, Monomials evaluation, Vectorial addition chains",University of Hail,
0,HM Bahig,An Efficient Multicore Algorithm for Minimal Length Addition Chains,2019,"addition chain; minimal length; parallel algorithm; branch-and-bound; multicore; high performance computing
",University of Hail,
5,HM Bahig,An efficient algorithm to identify DNA motifs,2013,"DNA motifs, Transcription factor binding sites, Exact algorithms, Pattern matching, Planted (l, d)-motif",University of Hail,
1,HM Bahig,An efficient parallel strategy for high-cost prefix operation,2020,"Prefix computation, Parallel algorithm, High-cost operation, Multicore",University of Hail,
1,HM Bahig,Binary addition chain on EREW PRAM,2011,"Addition chain, binary method, parallel algorithm, EREW PRAM",University of Hail,
1,HM Bahig,Comments on Integer Sorting on Sum-CRCW,2006,,University of Hail,
3,HM Bahig,Complexity analysis and performance of double hashing sort algorithm,2019,"Sorting, Quick sort, Counting sort, Performance of algorithm, Complexity
analysis",University of Hail,
4,HM Bahig,Debugging Tool to Learn Algorithms: A Case Study Minimal Spanning Tree,2017,"minimal spanning tree; education tool; visualizing tool; Kruskal algorithm, Prim algorithm",University of Hail,
1,HM Bahig,"Experimental Study of Modified Voting Algorithm for Planted (l,d)-Motif Problem",2010,"DNA motif, Planted (l,d)-motif, Voting algorithm, Binding site, Exact algorithm",University of Hail,
0,HM Bahig,Extend Input Domain for Integer Sorting on Sum CRCW,2008,,University of Hail,
3,HM Bahig,Fast and scalable algorithm for product large data on multicore system,2021,"large data, multicore, multiplication, product algorithm, scalability",University of Hail,
2,HM Bahig,Integer merging on EREW PRAM,2011,"Parallel algorithms, Optimal algorithms, Integer merging, EREW PRAM",University of Hail,
0,HM Bahig,Merging data records on EREW PRAM,2010,"Parallel algorithms, merging records, integer merging, EREW PRAM",University of Hail,
2,HM Bahig,Merging on PRAM,2008,"Integer merging, merging records, parallel algorithm, soptimal algorithm, EREW PRAM",University of Hail,
3,HM Bahig,MonitTDPA: A tool for monitoring the tracing of dynamic programming algorithms,2017,,University of Hail,
1,HM Bahig,Optimal parallel merging by counting,2007,"computational complexity , deterministic algorithms , merging , parallel algorithms",University of Hail,
4,HM Bahig,Parallel merging with restriction,2008,"Parallel algorithms, Optimal algorithms, Integer merging, EREW PRAM",University of Hail,
2,HM Bahig,Parallel self-index integer sorting,2002,"parallel algorithms, self-index, integer sorting, EREW PRAM, optimal algorithms",University of Hail,
0,HM Bahig,Parallelizing K-Way Merging,2016,merging; k-merging; padded merging; PRAM; optimal algorithm; parallel algorithm,University of Hail,
3,HM Bahig,Parallelizing exact motif finding algorithms on multi-core,2014,"Exact algorithms, Motif finding, Multi-core, Challenging and solvable instances",University of Hail,
3,HM Bahig,Parallelizing partial digest problem on multicore system,2017,"Partial digest problem, Parallel algorithm, Scalability, Multicore",University of Hail,
2,HM Bahig,Performance and analysis of modified voting algorithm for planted motif search,2009,"Planted motif search problem , voting technique , exact algorithms , bioinformatics",University of Hail,
0,HM Bahig,Practical integer sorting on shared memory,2005,"Parallel Algorithm, Shared Memory, Sorting Problem, Random Access Machine, Parallel Random Access Machine",University of Hail,
2,HM Bahig,Speeding Up Evaluation of Powers and Monomials,2006,"addition chain, addition sequence, vectorial addition chain, monomials evaluation, branch
and bound algorithm.
",University of Hail,
1,HM Bahig,Speeding Up the Partial Digest Algorithm,2018,Partial digest problem; Exact algorithms; DNA,University of Hail,
0,HM Bahig,Speeding up the Multiplication Algorithm for Large Integers,2020,"multiplication, big data, cryptography, algorithm performance, computer arithmetic",University of Hail,
7,EB Alaia,A Comparative Study of the PSO and GA for the m-MDPDPTW,2018,"Particle Swarm Optimization (PSO), Genetic Algorithm (GA), Ve-hicle Routing Problem (VRP), Pick-up and Delivery Problem with Time Windows(PDPTW), m-MDPDPTW, optimization",Jouf University,
2,EB Alaia,A Particle Swarm Optimization for the multi-depots pick-up and delivery problems with time windows and multi-vehicles,2017,"vehicles routing; pickup and delivery;
optimization; PSO; m-MDPDPTW",Jouf University,
13,EB Alaia,Genetic algorithm for multi-criteria optimization of multi-depots pick-up and delivery problems with time windows and multi-vehicles,2015,"multi-depots pick-up and delivery problem with time window; genetic
algorithm; Pareto dominance; multi-objective optimization",Jouf University,
